,BILL DATE,SOLD TO PARTY,QTY(1000 SM3),INDUSTORY SECTOR,Receiving Point,Start Date,End Date,Average Temperature,Difference,holiday_count
3304921,2020-05-15,10331,16.832,Power Industry,"Hazira, Gujarat",2020-04-30,2020-05-15,30.722916666666663,0 days,1
3305552,2020-06-15,10331,5615.937,Power Industry,"Dahej, Gujarat",2020-05-31,2020-06-15,29.837760416666665,0 days,3
3306386,2020-06-30,10331,1013.319,Power Industry,"Dahej, Gujarat",2020-06-15,2020-06-30,29.459375,0 days,0
3308765,2020-07-15,10331,770.0,Power Industry,"Hazira, Gujarat",2020-07-15,2020-07-15,27.566666666666663,0 days,0
3311559,2020-07-31,10331,6867.234,Power Industry,"Dahej, Gujarat",2020-07-15,2020-07-31,28.44656862745098,0 days,1
3314397,2020-08-15,10331,6759.453,Power Industry,"Dahej, Gujarat",2020-07-31,2020-08-15,28.23671875,0 days,3
3317235,2020-08-31,10331,7697.915,Power Industry,"Dahej, Gujarat",2020-08-15,2020-08-31,27.21519607843137,0 days,2
3320120,2020-09-15,10331,360.0,Power Industry,"Hazira, Gujarat",2020-08-31,2020-09-15,28.066145833333334,0 days,0
3322982,2020-09-17,10331,0.0,Power Industry,"Dahej, Gujarat",2020-09-15,2020-09-17,28.538888888888888,0 days,0
3323743,2020-09-30,10331,0.0,Power Industry,"Dahej, Gujarat",2020-09-15,2020-09-30,28.691666666666663,0 days,0
4540805,2021-10-15,10331,7472.096,Power Industry,"Dahej, Gujarat",2020-09-30,2021-10-15,27.97244094488189,0 days,19
4543712,2021-10-31,10331,3440.004,Power Industry,"Dahej, Gujarat",2021-10-15,2021-10-31,28.17450980392157,0 days,1
4546621,2021-11-15,10331,657.624,Power Industry,"Dahej, Gujarat",2021-10-31,2021-11-15,27.002604166666668,0 days,1
4549533,2021-11-30,10331,360.671,Power Industry,"Dahej, Gujarat",2021-11-15,2021-11-30,27.215104166666663,0 days,0
4550369,2021-12-31,10331,0.0,Power Industry,"Dahej, Gujarat",2021-12-15,2021-12-31,21.834558823529413,0 days,1
4553703,2022-01-31,10331,9.429,Power Industry,"Dahej, Gujarat",2022-01-15,2022-01-31,21.14191176470588,0 days,2
4554537,2022-02-15,10331,22.077,Power Industry,"Dahej, Gujarat",2022-01-31,2022-02-15,22.97552083333333,0 days,0
4555371,2022-02-28,10331,160.548,Power Industry,"Dahej, Gujarat",2022-02-15,2022-02-28,25.80029761904762,0 days,0
4558353,2022-03-15,10331,37.123,Power Industry,"Delhi, India",2022-02-28,2022-03-15,21.267447916666665,0 days,0
4561193,2022-03-31,10331,476.776,Power Industry,"Dahej, Gujarat",2022-03-15,2022-03-31,31.55857843137255,0 days,1
5208210,2022-04-15,10331,976.419,Power Industry,"Dahej, Gujarat",2022-03-31,2022-04-15,31.026041666666668,0 days,2
5209116,2022-04-30,10331,914.309,Power Industry,"Delhi, India",2022-03-31,2022-04-30,32.335887096774194,0 days,2
5214032,2022-05-15,10331,354.499,Power Industry,"Dahej, Gujarat",2022-04-30,2022-05-15,31.9625,0 days,3
5217157,2022-05-31,10331,802.122,Power Industry,"Delhi, India",2022-05-15,2022-05-31,32.66053921568628,0 days,0
5221931,2022-06-15,10331,620.003,Power Industry,"Dahej, Gujarat",2022-05-31,2022-06-15,30.277604166666663,0 days,1
5226988,2022-06-30,10331,524.21,Power Industry,"Delhi, India",2022-05-15,2022-06-30,33.2584219858156,0 days,0
5231497,2022-07-15,10331,917.996,Power Industry,"Dahej, Gujarat",2022-06-30,2022-07-15,27.51328125,0 days,2
5234408,2022-07-31,10331,1056.644,Power Industry,"Dahej, Gujarat",2022-07-15,2022-07-31,27.649754901960783,0 days,0
5235242,2022-08-15,10331,923.491,Power Industry,"Dahej, Gujarat",2022-07-31,2022-08-15,27.80286458333333,0 days,2
5236076,2022-08-31,10331,1456.677,Power Industry,"Dahej, Gujarat",2022-08-15,2022-08-31,27.393627450980397,0 days,1
5238987,2022-09-15,10331,1957.809,Power Industry,"Dahej, Gujarat",2022-08-31,2022-09-15,28.436197916666668,0 days,0
5239821,2022-09-30,10331,0.0,Power Industry,"Dahej, Gujarat",2022-09-15,2022-09-30,27.46796875,0 days,0
5871828,2022-10-15,10331,659.646,Power Industry,"Dahej, Gujarat",2022-09-30,2022-10-15,28.23645833333333,0 days,2
5872873,2022-10-31,10331,717.235,Power Industry,"Delhi, India",2022-10-15,2022-10-31,23.384803921568626,0 days,1
5875573,2022-11-15,10331,1894.243,Power Industry,"Dahej, Gujarat",2022-10-31,2022-11-15,28.172395833333333,0 days,0
5878484,2022-11-30,10331,1733.698,Power Industry,"Dahej, Gujarat",2022-11-15,2022-11-30,25.31484375,0 days,0
5879318,2022-12-15,10331,1402.874,Power Industry,"Dahej, Gujarat",2022-11-30,2022-12-15,25.953645833333333,0 days,0
5885139,2022-12-30,10331,0.0,Power Industry,"Dahej, Gujarat",2022-12-15,2022-12-30,24.26458333333333,0 days,1
5882310,2022-12-31,10331,13.786,Power Industry,"Delhi, India",2022-11-30,2022-12-31,14.469661458333333,0 days,0
5886807,2023-01-15,10331,1412.564,Power Industry,"Dahej, Gujarat",2022-12-31,2023-01-15,21.67083333333333,0 days,1
5889718,2023-01-31,10331,770.906,Power Industry,"Dahej, Gujarat",2023-01-15,2023-01-31,21.66617647058824,0 days,1
5892629,2023-02-15,10331,61.972,Power Industry,"Dahej, Gujarat",2023-01-31,2023-02-15,25.0640625,0 days,0
5893463,2023-02-28,10331,596.317,Power Industry,"Dahej, Gujarat",2023-02-15,2023-02-28,27.21279761904762,0 days,0
5894297,2023-03-15,10331,1125.259,Power Industry,"Dahej, Gujarat",2023-02-28,2023-03-15,29.86328125,0 days,1
5898874,2023-03-30,10331,0.0,Power Industry,"Dahej, Gujarat",2023-03-15,2023-03-30,27.345572916666665,0 days,0
5897209,2023-03-31,10331,478.33,Power Industry,"Dahej, Gujarat",2023-03-30,2023-03-31,26.697916666666668,0 days,0
455492,2019-04-15,10333,404.604,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
482390,2019-04-30,10333,150.398,Power Industry,"Delhi, India",2019-04-15,2019-04-30,30.14270833333333,0 days,2
517806,2019-05-15,10333,476.663,Power Industry,"Delhi, India",2019-04-30,2019-05-15,32.71145833333333,0 days,1
534316,2019-05-31,10333,450.68,Power Industry,"Delhi, India",2019-04-30,2019-05-31,32.688802083333336,0 days,0
582196,2019-06-15,10333,504.236,Power Industry,"Delhi, India",2019-05-31,2019-06-15,36.26015625,0 days,3
594505,2019-06-30,10333,372.445,Power Industry,"Delhi, India",2019-06-15,2019-06-30,34.07265625,0 days,0
615277,2019-07-15,10333,257.747,Power Industry,"Delhi, India",2019-06-30,2019-07-15,32.73776041666667,0 days,0
633973,2019-07-31,10333,792.986,Power Industry,"Delhi, India",2019-07-15,2019-07-31,28.870343137254903,0 days,0
656818,2019-08-15,10333,344.026,Power Industry,"Delhi, India",2019-07-31,2019-08-15,29.0390625,0 days,3
671351,2019-08-31,10333,498.496,Power Industry,"Delhi, India",2019-08-15,2019-08-31,29.03676470588235,0 days,1
685900,2019-09-15,10333,169.057,Power Industry,"Delhi, India",2019-08-31,2019-09-15,29.9625,0 days,1
708735,2019-09-30,10333,392.619,Power Industry,"Delhi, India",2019-09-30,2019-09-30,25.466666666666665,0 days,0
1762820,2019-10-15,10333,410.197,Power Industry,"Delhi, India",2019-09-30,2019-10-15,27.115104166666665,0 days,1
1793964,2019-10-31,10333,289.186,Power Industry,"Delhi, India",2019-10-31,2019-10-31,24.4875,0 days,1
1823038,2019-11-15,10333,477.376,Power Industry,"Delhi, India",2019-11-15,2019-11-15,21.129166666666663,0 days,1
1877054,2019-11-30,10333,617.385,Power Industry,"Delhi, India",2019-11-15,2019-11-30,19.763541666666665,0 days,0
1920675,2019-12-15,10333,299.607,Power Industry,"Delhi, India",2019-12-01,2019-12-15,15.01,0 days,0
1937290,2019-12-31,10333,0.0,Power Industry,"Delhi, India",2019-12-15,2019-12-31,10.113725490196078,0 days,1
1987140,2020-01-15,10333,770.618,Power Industry,"Delhi, India",2019-12-31,2020-01-15,12.273958333333333,0 days,1
2068145,2020-02-15,10333,143.822,Power Industry,"Delhi, India",2020-02-15,2020-02-15,17.116666666666667,0 days,1
2120077,2020-02-29,10333,33.195,Power Industry,"Delhi, India",2020-02-29,2020-02-29,18.495833333333334,0 days,0
2180316,2020-03-31,10333,69.096,Power Industry,"Delhi, India",2020-03-15,2020-03-31,21.142156862745097,0 days,1
3357866,2020-04-15,10333,402.451,Power Industry,"Delhi, India",2020-03-31,2020-04-15,25.866927083333334,0 days,3
3364099,2020-04-30,10333,2847.283,Power Industry,"Delhi, India",2020-04-15,2020-04-30,28.17890625,0 days,0
3426363,2020-05-15,10333,399.915,Power Industry,"Delhi, India",2020-03-31,2020-05-15,27.84827898550725,0 days,1
3445049,2020-05-31,10333,384.56,Power Industry,"Delhi, India",2020-05-15,2020-05-31,32.54656862745098,0 days,3
3488672,2020-06-15,10333,127.118,Power Industry,"Delhi, India",2020-05-31,2020-06-15,31.359895833333333,0 days,1
3528127,2020-06-30,10333,316.925,Power Industry,"Delhi, India",2020-06-15,2020-06-30,33.37890625,0 days,0
3573822,2020-07-15,10333,252.597,Power Industry,"Delhi, India",2020-06-30,2020-07-15,31.966666666666665,0 days,0
3613290,2020-07-31,10333,257.388,Power Industry,"Delhi, India",2020-07-15,2020-07-31,29.879901960784316,0 days,1
3646520,2020-08-15,10333,208.821,Power Industry,"Delhi, India",2020-07-31,2020-08-15,29.784895833333334,0 days,3
3681828,2020-08-31,10333,4226.882,Power Industry,"Delhi, India",2020-08-15,2020-08-31,28.46397058823529,0 days,2
3719216,2020-09-15,10333,132.231,Power Industry,"Delhi, India",2020-08-31,2020-09-15,29.523177083333334,0 days,0
3775300,2020-09-30,10333,112.814,Power Industry,"Delhi, India",2020-09-15,2020-09-30,30.5484375,0 days,0
4569156,2021-10-15,10333,7908.326,Power Industry,"Delhi, India",2020-07-31,2021-10-15,25.37163461538461,0 days,19
4583693,2021-10-31,10333,1778.833,Power Industry,"Delhi, India",2021-10-15,2021-10-31,23.239460784313724,0 days,1
4592004,2021-11-15,10333,1893.117,Power Industry,"Delhi, India",2021-10-31,2021-11-15,21.178125,0 days,1
4596296,2021-11-30,10333,1416.666,Power Industry,"Delhi, India",2021-11-15,2021-11-30,18.68567708333333,0 days,0
4598236,2021-12-15,10333,96.325,Power Industry,"Delhi, India",2021-11-15,2021-12-15,17.371639784946236,0 days,0
4601285,2021-12-31,10333,285.038,Power Industry,"Delhi, India",2021-12-15,2021-12-31,12.912745098039217,0 days,1
4609595,2022-01-15,10333,327.018,Power Industry,"Delhi, India",2021-12-31,2022-01-15,12.564583333333331,0 days,1
4611532,2022-02-28,10333,870.73,Power Industry,"Delhi, India",2021-12-15,2022-02-28,13.625877192982456,0 days,1
4613610,2022-03-15,10333,372.147,Power Industry,"Delhi, India",2022-02-28,2022-03-15,21.267447916666665,0 days,0
4615688,2022-03-31,10333,2455.54,Power Industry,"Delhi, India",2022-03-15,2022-03-31,28.325,0 days,1
5241569,2022-04-15,10333,104.998,Power Industry,"Delhi, India",2022-03-31,2022-04-15,31.4078125,0 days,2
5245702,2022-04-30,10333,1078.124,Power Industry,"Delhi, India",2022-03-31,2022-04-30,32.335887096774194,0 days,2
5251932,2022-05-15,10333,379.837,Power Industry,"Delhi, India",2022-04-30,2022-05-15,33.89661458333333,0 days,3
5254154,2022-05-31,10333,1528.762,Power Industry,"Delhi, India",2022-05-15,2022-05-31,32.66053921568628,0 days,0
5258165,2022-06-30,10333,467.597,Power Industry,"Delhi, India",2022-05-15,2022-06-30,33.2584219858156,0 days,1
5264397,2022-07-15,10333,1129.383,Power Industry,"Delhi, India",2022-06-30,2022-07-15,30.34296875,0 days,2
5268552,2022-07-31,10333,2147.578,Power Industry,"Delhi, India",2022-07-15,2022-07-31,28.786519607843136,0 days,0
5270649,2022-08-15,10333,1724.128,Power Industry,"Delhi, India",2022-07-15,2022-08-15,28.816666666666663,0 days,2
5272707,2022-08-31,10333,3658.107,Power Industry,"Delhi, India",2022-07-31,2022-08-31,29.283463541666663,0 days,1
5276863,2022-09-15,10333,4882.233,Power Industry,"Delhi, India",2022-08-31,2022-09-15,30.99739583333333,0 days,0
5278941,2022-09-30,10333,0.0,Power Industry,"Delhi, India",2022-09-15,2022-09-30,26.771354166666665,0 days,0
5901983,2022-10-15,10333,515.366,Power Industry,"Delhi, India",2022-09-30,2022-10-15,25.176822916666666,0 days,2
5904061,2022-10-31,10333,1386.133,Power Industry,"Delhi, India",2022-10-15,2022-10-31,23.384803921568626,0 days,1
5908216,2022-11-15,10333,1511.284,Power Industry,"Delhi, India",2022-10-31,2022-11-15,22.1140625,0 days,0
5912242,2022-11-30,10333,596.0,Power Industry,"Delhi, India",2022-08-15,2022-11-30,25.091242283950617,0 days,0
5916527,2022-12-15,10333,1598.61,Power Industry,"Delhi, India",2022-11-30,2022-12-15,16.104166666666668,0 days,0
5925689,2022-12-30,10333,0.0,Power Industry,"Delhi, India",2022-12-15,2022-12-30,12.95546875,0 days,1
5920551,2022-12-31,10333,2102.359,Power Industry,"Delhi, India",2022-11-30,2022-12-31,14.469661458333333,0 days,0
5926914,2023-01-15,10333,2234.552,Power Industry,"Delhi, India",2022-12-31,2023-01-15,10.91171875,0 days,1
5930937,2023-01-31,10333,1953.965,Power Industry,"Delhi, India",2022-12-31,2023-01-31,11.980078125,0 days,1
5935224,2023-02-15,10333,379.89,Power Industry,"Delhi, India",2023-01-31,2023-02-15,16.23671875,0 days,0
5937170,2023-02-28,10333,148.691,Power Industry,"Delhi, India",2023-01-31,2023-02-28,18.40258620689655,0 days,0
5940024,2023-03-30,10333,0.0,Power Industry,"Delhi, India",2023-03-15,2023-03-30,21.556510416666665,0 days,1
152,2019-04-15,10335,829.926,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
6280,2019-04-30,10335,445.227,Power Industry,"Delhi, India",2019-04-15,2019-04-30,30.14270833333333,0 days,2
12618,2019-05-15,10335,389.563,Power Industry,"Delhi, India",2019-04-30,2019-05-15,32.71145833333333,0 days,1
18743,2019-05-31,10335,837.314,Power Industry,"Delhi, India",2019-04-30,2019-05-31,32.688802083333336,0 days,0
25083,2019-06-15,10335,282.69,Power Industry,"Delhi, India",2019-05-31,2019-06-15,36.26015625,0 days,3
33238,2019-06-30,10335,0.0,Power Industry,"Delhi, India",2019-06-15,2019-06-30,34.07265625,0 days,0
43625,2019-07-15,10335,618.53,Power Industry,"Delhi, India",2019-06-30,2019-07-15,32.73776041666667,0 days,0
54013,2019-07-31,10335,120.733,Power Industry,"Delhi, India",2019-07-15,2019-07-31,28.870343137254903,0 days,0
62319,2019-08-15,10335,62.271,Power Industry,"Delhi, India",2019-07-31,2019-08-15,29.0390625,0 days,3
68544,2019-08-31,10335,11538.504,Power Industry,"Delhi, India",2019-08-15,2019-08-31,29.03676470588235,0 days,1
74785,2019-09-15,10335,424.357,Power Industry,"Delhi, India",2019-08-31,2019-09-15,29.9625,0 days,1
83081,2019-09-30,10335,0.0,Power Industry,"Delhi, India",2019-09-30,2019-09-30,25.466666666666665,0 days,0
1427685,2019-10-01,10335,0.0,Power Industry,"Delhi, India",2019-09-30,2019-10-01,25.554166666666667,0 days,0
1411970,2019-10-15,10335,639.255,Power Industry,"Delhi, India",2019-09-30,2019-10-15,27.115104166666665,0 days,1
1418190,2019-10-31,10335,1196.574,Power Industry,"Delhi, India",2019-10-31,2019-10-31,24.4875,0 days,1
1428571,2019-11-15,10335,713.152,Power Industry,"Delhi, India",2019-11-15,2019-11-15,21.129166666666663,0 days,1
1434816,2019-11-30,10335,8733.512,Power Industry,"Delhi, India",2019-11-15,2019-11-30,19.763541666666665,0 days,0
1445205,2019-12-15,10335,422.122,Power Industry,"Delhi, India",2019-12-01,2019-12-15,15.01,0 days,0
1455589,2019-12-31,10335,1546.695,Power Industry,"Delhi, India",2019-12-15,2019-12-31,10.113725490196078,0 days,1
1463899,2020-01-15,10335,365.125,Power Industry,"Delhi, India",2019-12-31,2020-01-15,12.273958333333333,0 days,1
1472210,2020-01-31,10335,110.275,Power Industry,"Delhi, India",2020-01-31,2020-01-31,12.1125,0 days,1
1474286,2020-02-15,10335,392.309,Power Industry,"Delhi, India",2020-02-15,2020-02-15,17.116666666666667,0 days,0
1476370,2020-02-29,10335,7524.35,Power Industry,"Delhi, India",2020-02-29,2020-02-29,18.495833333333334,0 days,0
1478452,2020-03-15,10335,11003.328,Power Industry,"Delhi, India",2020-03-15,2020-03-15,16.575,0 days,1
1481724,2020-03-20,10335,0.0,Power Industry,"Delhi, India",2020-03-15,2020-03-20,19.365972222222226,0 days,0
1482607,2020-03-31,10335,14452.392,Power Industry,"Delhi, India",2020-03-15,2020-03-31,21.142156862745097,0 days,0
3018645,2020-04-15,10335,27253.192,Power Industry,"Delhi, India",2020-03-31,2020-04-15,25.866927083333334,0 days,3
3022801,2020-04-30,10335,22238.571,Power Industry,"Delhi, India",2020-04-15,2020-04-30,28.17890625,0 days,0
3026909,2020-05-15,10335,16931.013,Power Industry,"Delhi, India",2020-03-31,2020-05-15,27.84827898550725,0 days,1
3028979,2020-05-31,10335,13230.224,Power Industry,"Delhi, India",2020-05-15,2020-05-31,32.54656862745098,0 days,3
3031062,2020-06-15,10335,12981.622,Power Industry,"Delhi, India",2020-05-31,2020-06-15,31.359895833333333,0 days,1
3033131,2020-06-30,10335,11179.567,Power Industry,"Delhi, India",2020-06-15,2020-06-30,33.37890625,0 days,0
3039363,2020-07-15,10335,9566.186,Power Industry,"Delhi, India",2020-06-30,2020-07-15,31.966666666666665,0 days,0
3043520,2020-08-15,10335,6019.169,Power Industry,"Delhi, India",2020-07-31,2020-08-15,29.784895833333334,0 days,3
3049750,2020-08-31,10335,21590.0,Power Industry,"Delhi, India",2020-08-15,2020-08-31,28.46397058823529,0 days,2
3055983,2020-09-15,10335,44.603,Power Industry,"Delhi, India",2020-08-31,2020-09-15,29.523177083333334,0 days,0
3062219,2020-09-30,10335,14167.191,Power Industry,"Delhi, India",2020-09-15,2020-09-30,30.5484375,0 days,0
4344402,2021-10-15,10335,7448.168,Power Industry,"Delhi, India",2020-07-31,2021-10-15,25.37163461538461,0 days,19
4352708,2021-10-31,10335,2561.874,Power Industry,"Delhi, India",2021-10-15,2021-10-31,23.239460784313724,0 days,1
4356865,2021-11-15,10335,1609.705,Power Industry,"Delhi, India",2021-10-31,2021-11-15,21.178125,0 days,1
4361157,2021-11-30,10335,804.74,Power Industry,"Delhi, India",2021-11-15,2021-11-30,18.68567708333333,0 days,0
4363236,2021-12-31,10335,83.121,Power Industry,"Delhi, India",2021-12-15,2021-12-31,12.912745098039217,0 days,1
4369470,2022-01-31,10335,25.212,Power Industry,"Delhi, India",2022-01-15,2022-01-31,11.565196078431372,0 days,2
4371406,2022-02-28,10335,88.373,Power Industry,"Delhi, India",2021-12-15,2022-02-28,13.625877192982456,0 days,0
4375561,2022-03-15,10335,19.339,Power Industry,"Delhi, India",2022-02-28,2022-03-15,21.267447916666665,0 days,0
4380872,2022-03-29,10335,0.0,Power Industry,"Delhi, India",2022-03-15,2022-03-29,28.05138888888889,0 days,1
4381793,2022-03-31,10335,42.102,Power Industry,"Delhi, India",2022-03-15,2022-03-31,28.325,0 days,0
4981528,2022-04-15,10335,1073.554,Power Industry,"Delhi, India",2022-03-31,2022-04-15,31.4078125,0 days,2
4985661,2022-04-30,10335,864.92,Power Industry,"Delhi, India",2022-03-31,2022-04-30,32.335887096774194,0 days,2
4991891,2022-05-15,10335,1625.944,Power Industry,"Delhi, India",2022-04-30,2022-05-15,33.89661458333333,0 days,3
4994113,2022-05-31,10335,605.077,Power Industry,"Delhi, India",2022-05-15,2022-05-31,32.66053921568628,0 days,0
5000201,2022-06-30,10335,669.958,Power Industry,"Delhi, India",2022-05-15,2022-06-30,33.2584219858156,0 days,1
5004356,2022-07-15,10335,677.204,Power Industry,"Delhi, India",2022-06-30,2022-07-15,30.34296875,0 days,2
5008511,2022-07-31,10335,1192.035,Power Industry,"Delhi, India",2022-07-15,2022-07-31,28.786519607843136,0 days,0
5010608,2022-08-15,10335,1171.763,Power Industry,"Delhi, India",2022-07-15,2022-08-15,28.816666666666663,0 days,2
5012666,2022-08-31,10335,2590.823,Power Industry,"Delhi, India",2022-07-31,2022-08-31,29.283463541666663,0 days,1
5016822,2022-09-15,10335,2398.687,Power Industry,"Delhi, India",2022-08-31,2022-09-15,30.99739583333333,0 days,0
5018900,2022-09-30,10335,0.0,Power Industry,"Delhi, India",2022-09-15,2022-09-30,26.771354166666665,0 days,0
5719257,2022-10-15,10335,424.499,Power Industry,"Delhi, India",2022-09-30,2022-10-15,25.176822916666666,0 days,2
5721335,2022-10-31,10335,1156.061,Power Industry,"Delhi, India",2022-10-15,2022-10-31,23.384803921568626,0 days,1
5725490,2022-11-15,10335,966.733,Power Industry,"Delhi, India",2022-10-31,2022-11-15,22.1140625,0 days,0
5729516,2022-11-30,10335,658.785,Power Industry,"Delhi, India",2022-08-15,2022-11-30,25.091242283950617,0 days,0
5733801,2022-12-15,10335,1569.625,Power Industry,"Delhi, India",2022-11-30,2022-12-15,16.104166666666668,0 days,0
5742963,2022-12-30,10335,0.0,Power Industry,"Delhi, India",2022-12-15,2022-12-30,12.95546875,0 days,1
5737825,2022-12-31,10335,173.312,Power Industry,"Delhi, India",2022-11-30,2022-12-31,14.469661458333333,0 days,0
5744188,2023-01-15,10335,1559.095,Power Industry,"Delhi, India",2022-12-31,2023-01-15,10.91171875,0 days,1
5748211,2023-01-31,10335,838.777,Power Industry,"Delhi, India",2022-12-31,2023-01-31,11.980078125,0 days,1
5752498,2023-02-15,10335,370.734,Power Industry,"Delhi, India",2023-01-31,2023-02-15,16.23671875,0 days,0
5756521,2023-02-28,10335,113.635,Power Industry,"Delhi, India",2023-01-31,2023-02-28,18.40258620689655,0 days,0
5761452,2023-03-30,10335,0.0,Power Industry,"Delhi, India",2023-03-15,2023-03-30,21.556510416666665,0 days,1
