,BILL DATE,SOLD TO PARTY,QTY(1000 SM3),INDUSTORY SECTOR,Receiving Point,Start Date,End Date,Average Temperature,Difference,holiday_count
4137790,2020-05-15,10371,2379.673,Power Industry,"Mumbai, Maharashtra",2020-04-30,2020-05-15,29.72734375,0 days,1
4138050,2020-05-31,10371,2745.549,Power Industry,"Mumbai, Maharashtra",2020-05-15,2020-05-31,30.23112745098039,0 days,3
4138310,2020-06-15,10371,2563.475,Power Industry,"Mumbai, Maharashtra",2020-05-31,2020-06-15,27.804166666666667,0 days,1
4138570,2020-06-30,10371,2606.478,Power Industry,"Mumbai, Maharashtra",2020-06-15,2020-06-30,27.604947916666667,0 days,0
4138830,2020-07-15,10371,2319.609,Power Industry,"Mumbai, Maharashtra",2020-06-30,2020-07-15,27.023177083333334,0 days,0
4139090,2020-07-31,10371,2738.895,Power Industry,"Mumbai, Maharashtra",2020-07-15,2020-07-31,26.99019607843137,0 days,1
4139350,2020-08-15,10371,2317.602,Power Industry,"Mumbai, Maharashtra",2020-07-31,2020-08-15,26.81875,0 days,3
4139610,2020-08-31,10371,2793.065,Power Industry,"Mumbai, Maharashtra",2020-08-15,2020-08-31,26.308333333333334,0 days,2
4139870,2020-09-15,10371,2658.844,Power Industry,"Mumbai, Maharashtra",2020-08-31,2020-09-15,27.29140625,0 days,0
4140130,2020-09-30,10371,2633.746,Power Industry,"Mumbai, Maharashtra",2020-09-15,2020-09-30,26.81145833333333,0 days,0
4839190,2021-10-15,10371,2572.951,Power Industry,"Mumbai, Maharashtra",2020-09-30,2021-10-15,26.947386264216973,0 days,19
4839446,2021-10-31,10371,2736.279,Power Industry,"Mumbai, Maharashtra",2021-10-15,2021-10-31,27.223529411764705,0 days,1
4839706,2021-11-15,10371,2529.281,Power Industry,"Mumbai, Maharashtra",2021-10-31,2021-11-15,27.1640625,0 days,1
4839966,2021-11-30,10371,2535.952,Power Industry,"Mumbai, Maharashtra",2021-11-15,2021-11-30,27.263541666666665,0 days,0
4840227,2021-12-15,10371,2499.499,Power Industry,"Mumbai, Maharashtra",2021-11-30,2021-12-15,24.620572916666667,0 days,0
4840487,2021-12-31,10371,2719.363,Power Industry,"Mumbai, Maharashtra",2021-12-15,2021-12-31,23.15196078431373,0 days,1
4840747,2022-01-15,10371,2545.981,Power Industry,"Mumbai, Maharashtra",2021-12-31,2022-01-15,22.82239583333333,0 days,1
4841007,2022-01-31,10371,2695.852,Power Industry,"Mumbai, Maharashtra",2022-01-15,2022-01-31,22.58333333333333,0 days,1
4841267,2022-02-15,10371,2541.042,Power Industry,"Mumbai, Maharashtra",2022-01-31,2022-02-15,22.74609375,0 days,0
4841528,2022-02-28,10371,2218.643,Power Industry,"Mumbai, Maharashtra",2022-02-15,2022-02-28,24.13571428571429,0 days,0
4841786,2022-03-15,10371,2542.638,Power Industry,"Mumbai, Maharashtra",2022-02-28,2022-03-15,28.043489583333333,0 days,0
4842047,2022-03-31,10371,2466.264,Power Industry,"Mumbai, Maharashtra",2022-03-15,2022-03-31,28.4578431372549,0 days,1
5565361,2022-04-15,10371,2480.244,Power Industry,"Mumbai, Maharashtra",2022-03-31,2022-04-15,28.238802083333333,0 days,2
5565621,2022-04-30,10371,2427.708,Power Industry,"Mumbai, Maharashtra",2022-04-15,2022-04-30,29.86796875,0 days,2
5565881,2022-05-15,10371,2545.816,Power Industry,"Mumbai, Maharashtra",2022-04-30,2022-05-15,29.730208333333334,0 days,3
5566141,2022-05-31,10371,2743.544,Power Industry,"Mumbai, Maharashtra",2022-05-15,2022-05-31,30.11936274509804,0 days,0
5566401,2022-06-15,10371,2520.096,Power Industry,"Mumbai, Maharashtra",2022-05-31,2022-06-15,28.9328125,0 days,1
5566661,2022-06-30,10371,1835.344,Power Industry,"Mumbai, Maharashtra",2022-06-15,2022-06-30,26.95598958333333,0 days,0
5566921,2022-07-15,10371,1471.205,Power Industry,"Mumbai, Maharashtra",2022-06-30,2022-07-15,25.8515625,0 days,2
5567183,2022-07-31,10371,2702.156,Power Industry,"Mumbai, Maharashtra",2022-07-15,2022-07-31,26.58529411764706,0 days,0
5567440,2022-08-15,10371,2503.099,Power Industry,"Mumbai, Maharashtra",2022-07-31,2022-08-15,26.67890625,0 days,2
5567700,2022-08-31,10371,2628.239,Power Industry,"Mumbai, Maharashtra",2022-08-15,2022-08-31,26.367401960784317,0 days,1
5567961,2022-09-15,10371,2461.576,Power Industry,"Mumbai, Maharashtra",2022-08-31,2022-09-15,26.90859375,0 days,0
5568221,2022-09-30,10371,2506.383,Power Industry,"Mumbai, Maharashtra",2022-09-15,2022-09-30,25.751822916666665,0 days,0
6047538,2022-10-15,10371,2544.813,Power Industry,"Mumbai, Maharashtra",2022-09-30,2022-10-15,26.653125,0 days,2
6047798,2022-10-31,10371,2697.429,Power Industry,"Mumbai, Maharashtra",2022-10-15,2022-10-31,26.25808823529412,0 days,1
6048058,2022-11-15,10371,2506.987,Power Industry,"Mumbai, Maharashtra",2022-10-31,2022-11-15,26.128645833333334,0 days,0
6048318,2022-11-30,10371,2540.554,Power Industry,"Mumbai, Maharashtra",2022-11-15,2022-11-30,25.484114583333334,0 days,0
6048578,2022-12-15,10371,2452.535,Power Industry,"Mumbai, Maharashtra",2022-11-30,2022-12-15,26.194791666666667,0 days,0
6048838,2022-12-31,10371,2713.913,Power Industry,"Mumbai, Maharashtra",2022-12-15,2022-12-31,24.882598039215686,0 days,1
6049098,2023-01-15,10371,2375.659,Power Industry,"Mumbai, Maharashtra",2022-12-31,2023-01-15,23.1203125,0 days,1
6049358,2023-01-31,10371,2645.441,Power Industry,"Mumbai, Maharashtra",2023-01-15,2023-01-31,22.354901960784314,0 days,1
6049618,2023-02-15,10371,2514.675,Power Industry,"Mumbai, Maharashtra",2023-01-31,2023-02-15,25.310416666666665,0 days,0
6049878,2023-02-28,10371,2247.871,Power Industry,"Mumbai, Maharashtra",2023-02-15,2023-02-28,26.38422619047619,0 days,0
6050138,2023-03-15,10371,2572.045,Power Industry,"Mumbai, Maharashtra",2023-02-28,2023-03-15,28.4296875,0 days,1
6050398,2023-03-31,10371,2732.484,Power Industry,"Mumbai, Maharashtra",2023-03-15,2023-03-31,26.26936274509804,0 days,0
180595,2019-04-15,10377,1041.037,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-15,33.6875,0 days,0
191174,2019-04-30,10377,366.869,Power Industry,"Hazira, Gujarat",2019-04-15,2019-04-30,31.020052083333333,0 days,2
202854,2019-05-15,10377,684.34,Power Industry,"Hazira, Gujarat",2019-04-30,2019-05-15,28.9140625,0 days,1
213867,2019-05-31,10377,594.358,Power Industry,"Hazira, Gujarat",2019-05-15,2019-05-31,30.42328431372549,0 days,0
224550,2019-06-15,10377,437.838,Power Industry,"Hazira, Gujarat",2019-05-31,2019-06-15,29.848177083333333,0 days,3
232891,2019-06-30,10377,2260.0,Power Industry,"Hazira, Gujarat",2019-06-15,2019-06-30,28.6234375,0 days,0
243555,2019-07-15,10377,501.493,Power Industry,"Hazira, Gujarat",2019-06-30,2019-07-15,27.934635416666666,0 days,0
261467,2019-07-31,10377,682.901,Power Industry,"Hazira, Gujarat",2019-07-15,2019-07-31,28.1875,0 days,0
271647,2019-08-15,10377,773.442,Power Industry,"Hazira, Gujarat",2019-07-31,2019-08-15,27.265364583333334,0 days,3
279658,2019-08-31,10377,777.059,Power Industry,"Hazira, Gujarat",2019-08-31,2019-08-31,27.445833333333333,0 days,1
296675,2019-09-15,10377,348.231,Power Industry,"Hazira, Gujarat",2019-08-31,2019-09-15,27.268229166666668,0 days,1
306352,2019-09-30,10377,433.097,Power Industry,"Hazira, Gujarat",2019-09-15,2019-09-30,27.576822916666668,0 days,0
1561545,2019-10-15,10377,570.092,Power Industry,"Hazira, Gujarat",2019-09-30,2019-10-15,28.043229166666663,0 days,1
1573728,2019-10-31,10377,672.883,Power Industry,"Hazira, Gujarat",2019-10-15,2019-10-31,28.03406862745098,0 days,1
1580212,2019-11-15,10377,1932.133,Power Industry,"Dahej, Gujarat",2019-10-31,2019-11-15,27.121875,0 days,1
1592422,2019-11-30,10377,493.873,Power Industry,"Hazira, Gujarat",2019-11-30,2019-11-30,26.5125,0 days,0
1596733,2019-12-15,10377,1338.952,Power Industry,"Dahej, Gujarat",2019-11-30,2019-12-15,25.10442708333333,0 days,0
1606110,2019-12-31,10377,171.481,Power Industry,"Hazira, Gujarat",2019-12-15,2019-12-31,23.542892156862745,0 days,1
1625677,2020-01-15,10377,3150.0,Power Industry,"Hazira, Gujarat",2019-12-31,2020-01-15,22.04427083333333,0 days,1
1635188,2020-01-31,10377,2490.0,Power Industry,"Hazira, Gujarat",2020-01-15,2020-01-31,21.609803921568627,0 days,1
1643198,2020-02-15,10377,3800.0,Power Industry,"Hazira, Gujarat",2020-01-31,2020-02-15,24.056510416666665,0 days,0
1651208,2020-02-29,10377,4760.0,Power Industry,"Hazira, Gujarat",2020-02-29,2020-02-29,25.65833333333333,0 days,0
1657049,2020-03-15,10377,3770.0,Power Industry,"Hazira, Gujarat",2020-02-29,2020-03-15,24.51848958333333,0 days,1
1664352,2020-03-31,10377,2633.184,Power Industry,"Dahej, Gujarat",2020-03-15,2020-03-31,29.35514705882353,0 days,0
3146925,2020-04-15,10377,24.816,Power Industry,"Dahej, Gujarat",2020-03-31,2020-04-15,32.44609375,0 days,3
3154142,2020-04-30,10377,9030.0,Power Industry,"Hazira, Gujarat",2020-04-15,2020-04-30,30.792447916666667,0 days,0
3159650,2020-05-15,10377,8750.0,Power Industry,"Hazira, Gujarat",2020-04-30,2020-05-15,30.722916666666663,0 days,1
3170292,2020-05-31,10377,2185.23,Power Industry,"Dahej, Gujarat",2020-05-15,2020-05-31,32.6953431372549,0 days,3
3176842,2020-06-15,10377,7590.0,Power Industry,"Hazira, Gujarat",2020-05-31,2020-06-15,28.872916666666665,0 days,1
3184809,2020-06-30,10377,2960.659,Power Industry,"Dahej, Gujarat",2020-06-15,2020-06-30,29.459375,0 days,0
3202535,2020-07-15,10377,3004.383,Power Industry,"Dahej, Gujarat",2020-06-30,2020-07-15,28.94921875,0 days,0
3208375,2020-07-31,10377,7394.186,Power Industry,"Dahej, Gujarat",2020-07-15,2020-07-31,28.44656862745098,0 days,1
3214215,2020-08-15,10377,10313.34,Power Industry,"Dahej, Gujarat",2020-07-31,2020-08-15,28.23671875,0 days,3
3220055,2020-08-31,10377,969.631,Power Industry,"Dahej, Gujarat",2020-08-15,2020-08-31,27.21519607843137,0 days,2
3225994,2020-09-05,10377,0.0,Power Industry,"Delhi, India",2020-06-30,2020-09-05,29.900367647058825,0 days,0
3229428,2020-09-15,10377,300.0,Power Industry,"Hazira, Gujarat",2020-08-31,2020-09-15,28.066145833333334,0 days,0
3242633,2020-09-30,10377,2852.543,Power Industry,"Dahej, Gujarat",2020-09-15,2020-09-30,28.691666666666663,0 days,0
4431897,2021-10-15,10377,5807.888,Power Industry,"Dahej, Gujarat",2020-09-30,2021-10-15,27.97244094488189,0 days,19
4437725,2021-10-31,10377,3466.784,Power Industry,"Dahej, Gujarat",2021-10-15,2021-10-31,28.17450980392157,0 days,1
4440891,2021-11-15,10377,9060.723,Power Industry,"Dahej, Gujarat",2021-10-31,2021-11-15,27.002604166666668,0 days,1
4450137,2021-11-30,10377,3219.524,Power Industry,"Dahej, Gujarat",2021-11-15,2021-11-30,27.215104166666663,0 days,0
4453305,2021-12-15,10377,3194.193,Power Industry,"Dahej, Gujarat",2021-11-30,2021-12-15,23.21614583333333,0 days,0
4455806,2021-12-31,10377,9368.845,Power Industry,"Dahej, Gujarat",2021-12-15,2021-12-31,21.834558823529413,0 days,1
4465205,2022-01-15,10377,8595.819,Power Industry,"Dahej, Gujarat",2021-12-31,2022-01-15,21.33723958333333,0 days,1
4468373,2022-01-31,10377,5317.144,Power Industry,"Dahej, Gujarat",2022-01-15,2022-01-31,21.14191176470588,0 days,1
4473042,2022-02-15,10377,4872.671,Power Industry,"Dahej, Gujarat",2022-01-31,2022-02-15,22.97552083333333,0 days,0
4476375,2022-02-28,10377,3423.682,Power Industry,"Dahej, Gujarat",2022-02-15,2022-02-28,25.80029761904762,0 days,0
4481044,2022-03-15,10377,990.024,Power Industry,"Dahej, Gujarat",2022-02-28,2022-03-15,29.371614583333333,0 days,0
4485878,2022-03-31,10377,8884.412,Power Industry,"Dahej, Gujarat",2022-03-15,2022-03-31,31.55857843137255,0 days,1
5076888,2022-04-15,10377,4950.343,Power Industry,"Dahej, Gujarat",2022-03-31,2022-04-15,31.026041666666668,0 days,2
5087120,2022-04-30,10377,4383.643,Power Industry,"Dahej, Gujarat",2022-04-15,2022-04-30,32.73854166666667,0 days,2
5098596,2022-05-15,10377,5234.426,Power Industry,"Dahej, Gujarat",2022-04-30,2022-05-15,31.9625,0 days,3
5105918,2022-05-31,10377,6161.728,Power Industry,"Dahej, Gujarat",2022-05-15,2022-05-31,30.6625,0 days,0
5114649,2022-06-15,10377,6003.402,Power Industry,"Dahej, Gujarat",2022-05-31,2022-06-15,30.277604166666663,0 days,1
5122639,2022-06-30,10377,3059.137,Power Industry,"Dahej, Gujarat",2022-06-15,2022-06-30,29.20625,0 days,0
5131793,2022-07-15,10377,3110.193,Power Industry,"Dahej, Gujarat",2022-06-30,2022-07-15,27.51328125,0 days,2
5140016,2022-07-31,10377,4609.409,Power Industry,"Delhi, India",2022-07-15,2022-07-31,28.786519607843136,0 days,0
5144447,2022-08-15,10377,3067.622,Power Industry,"Delhi, India",2022-07-15,2022-08-15,28.816666666666663,0 days,2
5149605,2022-08-31,10377,2955.439,Power Industry,"Dahej, Gujarat",2022-08-15,2022-08-31,27.393627450980397,0 days,1
5156927,2022-09-15,10377,5531.361,Power Industry,"Dahej, Gujarat",2022-08-31,2022-09-15,28.436197916666668,0 days,0
5163005,2022-09-30,10377,0.0,Power Industry,"Dahej, Gujarat",2022-09-15,2022-09-30,27.46796875,0 days,0
5824931,2022-12-30,10377,0.0,Power Industry,"Dahej, Gujarat",2022-12-15,2022-12-30,24.26458333333333,0 days,4
5821765,2022-12-31,10377,301.67,Power Industry,"Dahej, Gujarat",2022-12-30,2022-12-31,22.391666666666666,0 days,0
5827432,2023-01-15,10377,2781.876,Power Industry,"Dahej, Gujarat",2022-12-31,2023-01-15,21.67083333333333,0 days,1
5833510,2023-01-31,10377,2070.092,Power Industry,"Dahej, Gujarat",2023-01-15,2023-01-31,21.66617647058824,0 days,1
5839013,2023-02-28,10377,4005.904,Power Industry,"Dahej, Gujarat",2023-02-15,2023-02-28,27.21279761904762,0 days,0
5845184,2023-03-30,10377,0.0,Power Industry,"Dahej, Gujarat",2023-03-15,2023-03-30,27.345572916666665,0 days,1
1348003,2019-04-15,10394,9329.543,Power Industry,"Jaisalmer, Rajasthan",2019-04-15,2019-04-15,28.8875,0 days,0
1348374,2019-04-30,10394,10364.883,Power Industry,"Jaisalmer, Rajasthan",2019-04-15,2019-04-30,31.6125,0 days,2
1348745,2019-05-15,10394,10140.344,Power Industry,"Jaisalmer, Rajasthan",2019-04-30,2019-05-15,32.79635416666667,0 days,1
1349303,2019-05-31,10394,11545.621,Power Industry,"Jaisalmer, Rajasthan",2019-05-15,2019-05-31,34.08308823529412,0 days,0
1349672,2019-06-15,10394,10840.793,Power Industry,"Jaisalmer, Rajasthan",2019-05-31,2019-06-15,36.60208333333333,0 days,3
1350230,2019-06-30,10394,11046.008,Power Industry,"Jaisalmer, Rajasthan",2019-06-15,2019-06-30,34.09973958333333,0 days,0
1352678,2019-07-15,10394,6514.054,Power Industry,"Jaisalmer, Rajasthan",2019-06-30,2019-07-15,33.87916666666667,0 days,0
1353791,2019-07-31,10394,9626.462,Power Industry,"Jaisalmer, Rajasthan",2019-07-15,2019-07-31,33.16544117647059,0 days,0
1354162,2019-08-15,10394,0.0,Power Industry,"Jaisalmer, Rajasthan",2019-07-31,2019-08-15,31.815104166666668,0 days,3
1354904,2019-08-31,10394,10081.845,Power Industry,"Jaisalmer, Rajasthan",2019-08-15,2019-08-31,31.33186274509804,0 days,1
1355275,2019-09-15,10394,10043.921,Power Industry,"Jaisalmer, Rajasthan",2019-08-31,2019-09-15,31.44817708333333,0 days,1
1355646,2019-09-30,10394,10698.959,Power Industry,"Jaisalmer, Rajasthan",2019-09-15,2019-09-30,32.084895833333334,0 days,0
2930407,2019-10-15,10394,10288.073,Power Industry,"Jaisalmer, Rajasthan",2019-09-30,2019-10-15,27.988541666666663,0 days,1
2930963,2019-10-31,10394,10480.603,Power Industry,"Jaisalmer, Rajasthan",2019-10-15,2019-10-31,28.64460784313725,0 days,1
2931519,2019-11-15,10394,9685.592,Power Industry,"Jaisalmer, Rajasthan",2019-10-31,2019-11-15,23.13567708333333,0 days,1
2931706,2019-11-30,10394,10000.325,Power Industry,"Jaisalmer, Rajasthan",2019-11-15,2019-11-30,19.08203125,0 days,0
2932630,2019-12-15,10394,9980.655,Power Industry,"Jaisalmer, Rajasthan",2019-11-30,2019-12-15,16.578125,0 days,0
2933002,2019-12-31,10394,10926.8,Power Industry,"Jaisalmer, Rajasthan",2019-12-15,2019-12-31,13.2921568627451,0 days,1
2933188,2020-01-15,10394,9706.541,Power Industry,"Jaisalmer, Rajasthan",2019-12-31,2020-01-15,12.4546875,0 days,1
2933745,2020-01-31,10394,9977.58,Power Industry,"Jaisalmer, Rajasthan",2020-01-15,2020-01-31,14.884313725490196,0 days,1
2936191,2020-02-15,10394,10206.446,Power Industry,"Jaisalmer, Rajasthan",2020-01-31,2020-02-15,17.746354166666666,0 days,0
2936748,2020-02-29,10394,9788.844,Power Industry,"Jaisalmer, Rajasthan",2020-02-15,2020-02-29,22.844166666666663,0 days,0
2937304,2020-03-15,10394,10409.353,Power Industry,"Jaisalmer, Rajasthan",2020-02-29,2020-03-15,21.012239583333333,0 days,1
2937860,2020-03-31,10394,10764.988,Power Industry,"Jaisalmer, Rajasthan",2020-03-15,2020-03-31,24.85122549019608,0 days,0
4273312,2020-04-15,10394,9800.136,Power Industry,"Jaisalmer, Rajasthan",2020-03-31,2020-04-15,29.966666666666665,0 days,3
4274238,2020-04-30,10394,9872.292,Power Industry,"Jaisalmer, Rajasthan",2020-04-15,2020-04-30,32.45234375,0 days,0
4274424,2020-05-15,10394,9530.617,Power Industry,"Jaisalmer, Rajasthan",2020-04-30,2020-05-15,34.37890625,0 days,1
4275350,2020-05-31,10394,10463.553,Power Industry,"Jaisalmer, Rajasthan",2020-05-15,2020-05-31,35.02450980392157,0 days,3
4275536,2020-06-15,10394,9117.309,Power Industry,"Jaisalmer, Rajasthan",2020-05-31,2020-06-15,34.69869791666667,0 days,1
4276277,2020-06-30,10394,9271.966,Power Industry,"Jaisalmer, Rajasthan",2020-06-15,2020-06-30,35.501302083333336,0 days,0
4276463,2020-07-15,10394,9067.865,Power Industry,"Jaisalmer, Rajasthan",2020-06-30,2020-07-15,34.137760416666666,0 days,0
4279098,2020-07-31,10394,9587.923,Power Industry,"Jaisalmer, Rajasthan",2020-07-15,2020-07-31,33.06102941176471,0 days,1
4280021,2020-08-15,10394,6880.103,Power Industry,"Jaisalmer, Rajasthan",2020-07-31,2020-08-15,32.48776041666667,0 days,3
4280577,2020-08-31,10394,5397.267,Power Industry,"Jaisalmer, Rajasthan",2020-08-15,2020-08-31,30.725245098039217,0 days,2
4280949,2020-09-15,10394,4745.221,Power Industry,"Jaisalmer, Rajasthan",2020-08-31,2020-09-15,28.448697916666667,0 days,0
4281135,2020-09-30,10394,4441.006,Power Industry,"Jaisalmer, Rajasthan",2020-09-15,2020-09-30,31.33828125,0 days,0
4966924,2021-10-15,10394,12590.84,Power Industry,"Jaisalmer, Rajasthan",2020-09-30,2021-10-15,27.28647200349956,0 days,19
4967476,2021-10-31,10394,13569.773,Power Industry,"Jaisalmer, Rajasthan",2021-10-15,2021-10-31,26.93235294117647,0 days,1
4967847,2021-11-15,10394,12388.855,Power Industry,"Jaisalmer, Rajasthan",2021-10-31,2021-11-15,24.864322916666666,0 days,1
4968218,2021-11-30,10394,9861.305,Power Industry,"Jaisalmer, Rajasthan",2021-11-15,2021-11-30,21.451041666666665,0 days,0
4968775,2021-12-15,10394,5500.584,Power Industry,"Jaisalmer, Rajasthan",2021-11-30,2021-12-15,17.956770833333334,0 days,0
4969331,2021-12-31,10394,3104.659,Power Industry,"Jaisalmer, Rajasthan",2021-12-15,2021-12-31,15.56764705882353,0 days,1
4975748,2022-01-15,10394,2505.584,Power Industry,"Jaisalmer, Rajasthan",2021-12-31,2022-01-15,13.93359375,0 days,1
4976119,2022-01-31,10394,1768.838,Power Industry,"Jaisalmer, Rajasthan",2022-01-15,2022-01-31,15.06029411764706,0 days,1
4977045,2022-02-15,10394,1263.622,Power Industry,"Jaisalmer, Rajasthan",2022-01-31,2022-02-15,18.89192708333333,0 days,0
4977231,2022-02-28,10394,1659.51,Power Industry,"Jaisalmer, Rajasthan",2022-02-15,2022-02-28,21.94047619047619,0 days,0
4977602,2022-03-15,10394,1888.475,Power Industry,"Jaisalmer, Rajasthan",2022-02-28,2022-03-15,25.269270833333334,0 days,0
4977973,2022-03-31,10394,4081.003,Power Industry,"Jaisalmer, Rajasthan",2022-03-15,2022-03-31,30.992156862745095,0 days,1
5701403,2022-04-15,10394,7253.189,Power Industry,"Jaisalmer, Rajasthan",2022-03-31,2022-04-15,33.06796875,0 days,2
5702329,2022-04-30,10394,7007.492,Power Industry,"Jaisalmer, Rajasthan",2022-04-15,2022-04-30,34.23671875,0 days,2
5702515,2022-05-15,10394,7592.21,Power Industry,"Jaisalmer, Rajasthan",2022-04-30,2022-05-15,35.799479166666664,0 days,3
5702886,2022-05-31,10394,7003.493,Power Industry,"Jaisalmer, Rajasthan",2022-05-15,2022-05-31,34.70122549019608,0 days,0
5703258,2022-06-15,10394,4306.266,Power Industry,"Jaisalmer, Rajasthan",2022-05-31,2022-06-15,33.8703125,0 days,1
5703627,2022-06-30,10394,7442.621,Power Industry,"Jaisalmer, Rajasthan",2022-06-15,2022-06-30,34.334375,0 days,0
5703999,2022-07-15,10394,7709.374,Power Industry,"Jaisalmer, Rajasthan",2022-06-30,2022-07-15,29.5078125,0 days,2
5706633,2022-07-31,10394,8224.787,Power Industry,"Jaisalmer, Rajasthan",2022-07-15,2022-07-31,27.99754901960784,0 days,0
5707189,2022-08-15,10394,7574.844,Power Industry,"Jaisalmer, Rajasthan",2022-07-31,2022-08-15,28.719791666666666,0 days,2
5707557,2022-08-31,10394,8128.623,Power Industry,"Jaisalmer, Rajasthan",2022-08-15,2022-08-31,26.704656862745097,0 days,1
5707931,2022-09-15,10394,7571.953,Power Industry,"Jaisalmer, Rajasthan",2022-08-31,2022-09-15,30.74036458333333,0 days,0
5708485,2022-09-30,10394,7441.888,Power Industry,"Jaisalmer, Rajasthan",2022-09-15,2022-09-30,30.6,0 days,0
6175272,2022-10-15,10394,6913.092,Power Industry,"Jaisalmer, Rajasthan",2022-09-30,2022-10-15,30.026041666666668,0 days,2
6175644,2022-10-31,10394,7818.596,Power Industry,"Jaisalmer, Rajasthan",2022-10-15,2022-10-31,28.254166666666663,0 days,1
6176013,2022-11-15,10394,7571.981,Power Industry,"Jaisalmer, Rajasthan",2022-10-31,2022-11-15,26.02109375,0 days,0
6176756,2022-11-30,10394,7297.186,Power Industry,"Jaisalmer, Rajasthan",2022-11-15,2022-11-30,21.800520833333334,0 days,0
6177310,2022-12-15,10394,7930.619,Power Industry,"Jaisalmer, Rajasthan",2022-11-30,2022-12-15,19.447135416666665,0 days,0
6177867,2022-12-31,10394,7636.563,Power Industry,"Jaisalmer, Rajasthan",2022-12-15,2022-12-31,16.827205882352942,0 days,1
6180500,2023-01-15,10394,7686.115,Power Industry,"Jaisalmer, Rajasthan",2022-12-31,2023-01-15,14.647916666666667,0 days,1
6180686,2023-01-31,10394,8019.513,Power Industry,"Jaisalmer, Rajasthan",2023-01-15,2023-01-31,13.79264705882353,0 days,1
6181057,2023-02-15,10394,7516.726,Power Industry,"Jaisalmer, Rajasthan",2023-01-31,2023-02-15,20.578645833333333,0 days,0
6181613,2023-02-28,10394,5428.605,Power Industry,"Jaisalmer, Rajasthan",2023-02-15,2023-02-28,25.807440476190475,0 days,0
6182169,2023-03-15,10394,6920.785,Power Industry,"Jaisalmer, Rajasthan",2023-02-28,2023-03-15,26.442447916666666,0 days,1
6182725,2023-03-31,10394,6668.139,Power Industry,"Jaisalmer, Rajasthan",2023-03-15,2023-03-31,24.482107843137253,0 days,0
949262,2019-04-15,10435,132.385,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
969278,2019-04-30,10435,132.197,Power Industry,"Delhi, India",2019-04-15,2019-04-30,30.14270833333333,0 days,2
997812,2019-05-15,10435,132.126,Power Industry,"Delhi, India",2019-04-30,2019-05-15,32.71145833333333,0 days,1
1012002,2019-05-31,10435,142.843,Power Industry,"Delhi, India",2019-04-30,2019-05-31,32.688802083333336,0 days,0
1032638,2019-06-15,10435,135.53,Power Industry,"Delhi, India",2019-05-31,2019-06-15,36.26015625,0 days,3
1047251,2019-06-30,10435,131.333,Power Industry,"Delhi, India",2019-06-15,2019-06-30,34.07265625,0 days,0
1069857,2019-07-15,10435,134.435,Power Industry,"Delhi, India",2019-06-30,2019-07-15,32.73776041666667,0 days,0
1088780,2019-07-31,10435,146.884,Power Industry,"Delhi, India",2019-07-15,2019-07-31,28.870343137254903,0 days,0
1114188,2019-08-15,10435,130.231,Power Industry,"Delhi, India",2019-07-31,2019-08-15,29.0390625,0 days,3
1131284,2019-08-31,10435,136.174,Power Industry,"Delhi, India",2019-08-15,2019-08-31,29.03676470588235,0 days,1
1156234,2019-09-15,10435,129.078,Power Industry,"Delhi, India",2019-08-31,2019-09-15,29.9625,0 days,1
1174931,2019-09-30,10435,159.119,Power Industry,"Delhi, India",2019-09-30,2019-09-30,25.466666666666665,0 days,0
2515214,2019-10-15,10435,181.626,Power Industry,"Delhi, India",2019-09-30,2019-10-15,27.115104166666665,0 days,1
2531365,2019-10-31,10435,188.194,Power Industry,"Delhi, India",2019-10-31,2019-10-31,24.4875,0 days,1
2554224,2019-11-15,10435,126.402,Power Industry,"Delhi, India",2019-11-15,2019-11-15,21.129166666666663,0 days,1
2572947,2019-11-30,10435,121.034,Power Industry,"Delhi, India",2019-11-15,2019-11-30,19.763541666666665,0 days,0
2597891,2019-12-15,10435,151.453,Power Industry,"Delhi, India",2019-12-01,2019-12-15,15.01,0 days,0
2619146,2019-12-31,10435,159.345,Power Industry,"Delhi, India",2019-12-15,2019-12-31,10.113725490196078,0 days,1
2649652,2020-01-15,10435,138.686,Power Industry,"Delhi, India",2019-12-31,2020-01-15,12.273958333333333,0 days,1
2672321,2020-01-31,10435,152.062,Power Industry,"Delhi, India",2020-01-31,2020-01-31,12.1125,0 days,1
2707448,2020-02-15,10435,157.094,Power Industry,"Delhi, India",2020-02-15,2020-02-15,17.116666666666667,0 days,0
2734275,2020-02-29,10435,135.299,Power Industry,"Delhi, India",2020-02-29,2020-02-29,18.495833333333334,0 days,0
2765254,2020-03-15,10435,153.613,Power Industry,"Delhi, India",2020-03-15,2020-03-15,16.575,0 days,1
2785844,2020-03-31,10435,80.304,Power Industry,"Delhi, India",2020-03-15,2020-03-31,21.142156862745097,0 days,0
3975356,2020-05-15,10435,0.478,Power Industry,"Delhi, India",2020-03-31,2020-05-15,27.84827898550725,0 days,4
3989355,2020-05-31,10435,0.01,Power Industry,"Delhi, India",2020-05-15,2020-05-31,32.54656862745098,0 days,3
4028783,2020-06-30,10435,0.009,Power Industry,"Delhi, India",2020-06-15,2020-06-30,33.37890625,0 days,1
4051533,2020-07-15,10435,12.978,Power Industry,"Delhi, India",2020-06-30,2020-07-15,31.966666666666665,0 days,0
